id,uuid,name,description,state,system_tags,user_tags,last_reading_at,added_at,updated_at,mac_address,username,avatar,url,joined_at,city,country,country_code,device_ids,recorded_at,ip,exposure,elevation,latitude,location_longitude,geohash,sensors,slug,created_at,Location
3994,87a7ed99-27b6-47eb-a874-980dcbccf0f4,Sentilo Noise T241205,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T241205/detail,has_published,System.String[],System.String[],4/6/2018,12/7/2016,12/7/2016,[FILTERED],pral2a,https://images.smartcitizen.me/s100/avatars/b4b/1cubnsr.lab.png,http://pral2a.com,6/6/2013,Barcelona,Spain,ES,System.Int32[],4/6/2018,,outdoor,,41.42136,,sp3e9u90vv,Readfromafile.Sensor[],"ms:0,6",6/17/2016,
2078,ebc966d1-072a-4992-8ad9-cc37c590ac6e,"At home ",Checking out my local quality,has_published,System.String[],System.String[],4/9/2015,2/16/2015,10/10/2015,[FILTERED],TechnicalNature,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,www.technicalnature.org.uk,2/16/2015,London,United Kingdom,GB,System.Int32[],4/9/2015,,indoor,0,51.53686,,gcpvjvbxfy,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4194,fa2a0f7f-9576-4224-b499-d48a24fe3df7,adfasdf,asdfsdf,not_configured,System.String[],System.String[],,2/27/2017,2/27/2017,[FILTERED],moli01,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,2/26/2017,,,,System.Int32[],,,outdoor,,41.38506,,sp3e3myt7z,Readfromafile.Sensor[],,1/1/0001,
620,cd07d0b7-26be-49b3-8289-4fe77ab37001,South Korea No. 1. NCodi Corp.,,has_published,System.String[],System.String[],2/10/2014,2/4/2014,10/10/2015,[FILTERED],chosonik,https://images.smartcitizen.me/s100/avatars/664-chosonik.png,http://www.ncodi.co.kr,2/4/2014,Seoul,"Korea, Republic of",KR,System.Int32[],2/10/2014,,indoor,0,37.56654,,wydm9qy8cj,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2189,a449a7f3-3f01-422f-b2b0-23b00a6e3560,GreenAnts,,has_published,System.String[],System.String[],4/24/2015,4/19/2015,10/10/2015,[FILTERED],greenants,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/19/2015,Doha,Qatar,QA,System.Int32[],4/24/2015,,indoor,0,28.62987,,ttnff5cjp9,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2649,09c02259-7cb8-4614-842e-f2604f53bed2,Senswear,,never_published,System.String[],System.String[],10/28/2015,10/28/2015,11/26/2015,[FILTERED],Centech,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,10/28/2015,Montréal,,,System.Int32[],10/28/2015,,indoor,22,45.49647,,f25dy46h07,Readfromafile.Sensor[],,1/1/0001,
3051,79d048da-9dad-48a2-8461-a5fe1ef503c9,CEI Moncloa 22A6FB,,has_published,System.String[],System.String[],4/12/2016,1/8/2016,1/8/2016,[FILTERED],upmcityfuture,https://images.smartcitizen.me/s100/avatars/759/1b8vp1c.cofupm.jpeg,http://cityofthefuture-upm.com,12/29/2014,Madrid,Spain,ES,System.Int32[],4/12/2016,,indoor,,40.45293,,ezjq5hnz3u,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
244,129ed87e-0d4e-4284-93f4-567b548c8cec,,,not_configured,System.String[],System.String[],,7/31/2013,7/31/2013,[FILTERED],,,,1/1/0001,,,,,,,indoor,0,41.3893,,sp3e3nxq0h,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
1052,592c60d7-48b0-4167-8584-f51f90b23376,Rotslab2,Rotslab2 Mobile version,has_published,System.String[],System.String[],12/28/2014,4/9/2014,4/9/2014,[FILTERED],Rotslab2,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/9/2014,Utrecht,Netherlands,NL,System.Int32[],12/28/2014,,indoor,0,52.07472,,u178hxyt28,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
1619,e51a9a13-eded-4557-827f-bfef8184c701,Canning Town,,has_published,System.String[],System.String[],5/19/2015,9/16/2014,10/10/2015,[FILTERED],dankarran,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,http://www.dankarran.com,3/1/2014,London,United Kingdom,GB,System.Int32[],5/19/2015,,indoor,15,51.51647,,u10j04r35m,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
1966,1e3633fd-2ddb-4aed-bf10-b18ca6ee207c,Timo,,has_published,System.String[],System.String[],2/10/2015,1/10/2015,10/10/2015,[FILTERED],timoverwoest,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/20/2013,Utrecht,,,System.Int32[],2/10/2015,,indoor,4,52.09161,,u1786fzrte,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4479,13e6ee6d-24a8-4ec6-83a9-fc8dd7be35e0,gg 13,phd research experiment,has_published,System.String[],System.String[],2/21/2018,2/21/2018,2/21/2018,[FILTERED],GyorgyiGalik,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,2/15/2018,,,,System.Int32[],2/21/2018,,indoor,,51.52615,,gcpvjk09w1,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4292,92d0749d-ba3d-4ff6-aabd-5939c2dbb7d0,SCK Chez Tib,,has_published,System.String[],System.String[],6/30/2017,4/10/2017,4/21/2017,[FILTERED],DanZal,https://images.smartcitizen.me/s100/avatars/65d/1c6l4qa.AAEAAQAAAAAAAAM3AAAAJGZkMTg0NDVmLTM4MzctNGVlNi1hZjVlLWM0MDI4Y2FlZjUxNA.jpg,,1/2/2017,Sainte-Clotilde,,,System.Int32[],6/30/2017,,indoor,,-21.26003,,mhprj9srqu,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
3697,90dd0b28-31f7-4351-b2a4-561e53a6fcb5,Red,Red,not_configured,System.String[],System.String[],,9/21/2016,1/31/2017,[FILTERED],andyman,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,8/22/2016,,,,System.Int32[],,,indoor,,39.16782,,9ygqc4k9hd,Readfromafile.Sensor[],,1/1/0001,
3702,61e3cf30-6bae-4c71-8f3e-7129373e3c22,SCK Faber 1,,has_published,System.String[],System.String[],4/28/2017,9/28/2016,9/28/2016,[FILTERED],seitek,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,9/28/2016,,,,System.Int32[],4/28/2017,,indoor,,,,,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
274,91e2b66c-5e72-4aa1-9a69-ddcac6d6d2c0,miffo guangzhou sensor,miffo sensor,never_published,System.String[],System.String[],,9/5/2013,10/10/2015,[FILTERED],miffo,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,miffo.com,9/5/2013,Guangzhou,China,CN,System.Int32[],,,indoor,70,23.11362,,ws0e3rwwsg,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
4217,1b751334-4f8b-4e75-97fa-e89976e61e33,sck chez Anthony Piccareli,,has_published,System.String[],System.String[],3/20/2017,3/17/2017,3/20/2017,[FILTERED],DanZal,https://images.smartcitizen.me/s100/avatars/65d/1c6l4qa.AAEAAQAAAAAAAAM3AAAAJGZkMTg0NDVmLTM4MzctNGVlNi1hZjVlLWM0MDI4Y2FlZjUxNA.jpg,,1/2/2017,Sainte-Clotilde,,,System.Int32[],3/20/2017,,indoor,,-21.20813,,mhpx275mdq,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4307,4658855f-5467-4cfd-b720-0bfd613610eb,vidal10,Making Sense Pilot #1,has_published,System.String[],System.String[],3/21/2018,4/20/2017,4/20/2017,[FILTERED],VidalLlansana,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/4/2017,,,,System.Int32[],3/21/2018,,outdoor,,41.40168,,sp3e90fq28,Readfromafile.Sensor[],"sck:1,5",11/15/2016,
3434,1a24ff85-8651-4062-83b8-237e2f192b13,Newcastle University_SCK_Heaton_PSG4,Test,has_published,System.String[],System.String[],10/22/2016,6/6/2016,10/17/2016,[FILTERED],LPSG13,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,5/22/2016,,,,System.Int32[],10/22/2016,,indoor,,54.99268,,gcybu715t5,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
243,8720bc67-d613-4d7d-90b9-412c707ce22b,UTAS - School of Architecture & Design,THis sensor is housed in the UTAS School of Architecture & Design's Architecture Workshop,not_configured,System.String[],System.String[],,7/30/2013,10/10/2015,[FILTERED],petebooth,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,www.boothandwatts.com.au,7/30/2013,Launceston,Australia,AU,System.Int32[],,,indoor,0,-41.42706,,r28sk62mbs,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
776,232299da-3f6f-4d28-8a2e-7c73d1fedc08,Office,,has_published,System.String[],System.String[],11/25/2015,2/24/2014,10/10/2015,[FILTERED],conquerorofbits,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,2/24/2014,Bruck an der Mur,Austria,AT,System.Int32[],11/25/2015,,indoor,480,47.40993,,u26veqwqb7,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
113,d5b81a8c-befa-49bf-8e36-917097ca6592,Avda. Mistral 89,Ara mateix esta a dins de casa. Estic estudiant la protecció per la pluja per posar-lo a la finestra.,has_published,System.String[],System.String[],2/20/2014,6/1/2013,10/10/2015,[FILTERED],rafa,https://images.smartcitizen.me/s100/avatars/112-rafa42.jpg,www.xarxantoni.net,5/31/2013,Barcelona,Spain,ES,System.Int32[],2/20/2014,,indoor,30,41.37533,,sp3e2upsyb,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
1543,586200a3-c15a-4af2-9847-e4a3890ee7a6,TrafficLink FO,,has_published,System.String[],System.String[],10/28/2014,8/19/2014,10/10/2015,[FILTERED],trafficlink,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,www.trafficlink.nl,8/5/2014,Uithoorn,Netherlands,NL,System.Int32[],10/28/2014,,indoor,0,52.22543,,u17905755v,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4214,46137cbc-d50e-4192-9256-c1781f2a5219,sck thomas,,has_published,System.String[],System.String[],8/29/2017,3/17/2017,3/20/2017,[FILTERED],DanZal,https://images.smartcitizen.me/s100/avatars/65d/1c6l4qa.AAEAAQAAAAAAAAM3AAAAJGZkMTg0NDVmLTM4MzctNGVlNi1hZjVlLWM0MDI4Y2FlZjUxNA.jpg,,1/2/2017,Sainte-Clotilde,,,System.Int32[],8/29/2017,,indoor,,-21.34455,,mhpw86mgpb,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2688,faa55558-3784-466a-ba8f-7f8437ae39dd,Uao_cali,"kit version 1.1 ,  sensor boart  version 2.0",not_configured,System.String[],System.String[],11/14/2015,11/8/2015,11/26/2015,[FILTERED],anfegoar,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,10/31/2015,Cali,,,System.Int32[],11/14/2015,,indoor,4080,3.451647,,d29edkr573,Readfromafile.Sensor[],,1/1/0001,
3863,25f074af-439f-4774-984c-6c21342f2409,DP,"Prueba ",never_published,System.String[],System.String[],,11/24/2016,11/24/2016,[FILTERED],Davor,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,11/24/2016,,,,System.Int32[],,,indoor,,-33.44154,,66jcc04sgs,Readfromafile.Sensor[],,1/1/0001,
4136,148ee9cb-a1c6-41f8-97f5-74e2e59c898c,mr. sensor,Making Sense Pilot #1,has_published,System.String[],System.String[],1/21/2017,1/10/2017,1/10/2017,[FILTERED],carlos.a,https://images.smartcitizen.me/s100/avatars/cec/1c7seng.541634_69c48a5a.png,,11/23/2016,barcelona,,,System.Int32[],1/21/2017,,outdoor,,41.38035,,sp3e3v59cr,Readfromafile.Sensor[],"sck:1,5",11/15/2016,
3450,e06cc407-2100-43dc-93ab-25cef8ddfa44,charitec,,not_configured,System.String[],System.String[],,6/10/2016,7/20/2016,[FILTERED],chariluli,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,6/10/2016,,,,System.Int32[],,,indoor,,-33.43678,,66jcbc508k,Readfromafile.Sensor[],,1/1/0001,
3019,f3e7202a-7016-498e-b8e7-728833526619,FABLAB ATACAMA - AIS SENSOR 03,KIT UBICADO EN EL CENTRO DE ANTOFAGASTA,has_published,System.String[],System.String[],1/20/2016,12/9/2015,12/3/2016,[FILTERED],salex,https://images.smartcitizen.me/s100/avatars/886/1b6eoak.santiago-300x300.jpg,http://www.fablabatacama.cl/,11/21/2015,Antofagasta,,,System.Int32[],1/20/2016,,outdoor,,-23.64574,,67vcqp7mxd,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
410,3d24018a-1ae3-41c9-8d72-1875c2777c8d,yo,turbo,not_configured,System.String[],System.String[],,11/9/2013,11/9/2013,[FILTERED],matteomosca,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,matteomosca.herokuapp.com,11/9/2013,Rimini,Italy,IT,System.Int32[],,,indoor,1,,,,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
1376,0ac3d295-670f-4661-a165-1483ff95bde4,KitTest,,has_published,System.String[],System.String[],7/16/2014,6/23/2014,6/23/2014,[FILTERED],,,,1/1/0001,,,,,7/16/2014,,indoor,15,45.6669,,u20ey97hgr,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
3679,bb6e605f-77d6-40a3-b0c0-0149974fe762,Fablab WGTN Kit - Office Deploy,,not_configured,System.String[],System.String[],,8/31/2016,8/31/2016,[FILTERED],iamkey,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,8/31/2016,,,,System.Int32[],,,indoor,,-41.29137,,rbsm15ps2d,Readfromafile.Sensor[],,1/1/0001,
2520,2c31ac70-f454-4514-b9dc-bad768393954,"Parma Sensor ",youlovehome test for Parma  city Urban Tool,has_published,System.String[],System.String[],10/22/2015,8/27/2015,8/6/2016,[FILTERED],youlovehome,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,www.youlovehome.com,8/27/2015,Parma,,,System.Int32[],10/22/2015,,outdoor,0,44.95601,,spyzerbzb8,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
286,c66e5d1d-e783-4406-bb20-f731487dc71e,Test,,not_configured,System.String[],System.String[],,9/8/2013,9/8/2013,[FILTERED],iker,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,7/16/2013,Castro Urdiales,Spain,ES,System.Int32[],,,indoor,30,,,,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
133,7aa8a7d5-1173-47e3-8f0d-de9bd6e5fe72,,test,not_configured,System.String[],System.String[],,6/7/2013,6/7/2013,[FILTERED],macernst,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,6/7/2013,Amsterdam,Netherlands,NL,System.Int32[],,,indoor,0,,,,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
3529,9d341768-0bc4-4f9e-bc86-c63df567e833,Martin SCK,,has_published,System.String[],System.String[],11/3/2017,6/25/2016,10/29/2016,[FILTERED],jargonautical,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,5/27/2016,,,,System.Int32[],11/3/2017,,indoor,,50.43295,,gbvqym49k0,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4352,5dc50dc1-ff1e-463d-b62a-4f0510603183,Sentilo Noise T244562,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T244562/detail,has_published,System.String[],System.String[],4/6/2018,6/22/2017,6/22/2017,[FILTERED],pral2a,https://images.smartcitizen.me/s100/avatars/b4b/1cubnsr.lab.png,http://pral2a.com,6/6/2013,Barcelona,Spain,ES,System.Int32[],4/6/2018,,outdoor,,41.40631,,sp3e8cz3r0,Readfromafile.Sensor[],"ms:0,6",6/17/2016,
4063,62722a12-c743-4a8f-9593-8fdeafa50511,Inés,Making Sense Pilot #1,has_published,System.String[],System.String[],12/16/2016,12/16/2016,12/16/2016,[FILTERED],Inés E.,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/2/2016,,,,System.Int32[],12/16/2016,,outdoor,,41.3862,,sp3e2wphjd,Readfromafile.Sensor[],"sck:1,5",11/15/2016,
1397,32bd5685-4b1e-48d8-864b-4f2ef468609d,jbaMonitor,,has_published,System.String[],System.String[],7/6/2014,6/29/2014,10/10/2015,[FILTERED],karlphillip,https://images.smartcitizen.me/s100/avatars/1748-karl_simpsonized4.png,www.optimusgeek.com,6/29/2014,Joaçaba,Brazil,BR,System.Int32[],7/6/2014,,indoor,570,-27.17438,,6g5m7vncu0,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4160,3364e9a2-2591-43a6-9912-1748e2382a0e,sc-sics-sc-004,sc-sics-sc-004,has_published,System.String[],System.String[],3/22/2017,1/24/2017,3/3/2017,[FILTERED],smart-citizen-ics,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,http://iot.ee.surrey.ac.uk,10/2/2016,GUILDFORD,United Kingdom,GB,System.Int32[],3/22/2017,,indoor,,51.24438,,gcped8f045,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2338,02363e3b-5a12-4607-ab2a-512630c8768d,Colegio Guillermo León Valencia Coconuco,"Sensor para la experiencia didáctica en el Colegio Guillermo León Valencia, Coconuco, Cauca - Colombia",has_published,System.String[],System.String[],7/12/2015,6/16/2015,10/10/2015,[FILTERED],Guillermoleoncoconuco,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,6/15/2015,Coconuco,Colombia,CO,System.Int32[],7/12/2015,,indoor,2850,2.338451,,d23t738q6n,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
2073,50cef335-c36e-45b2-bc03-d1808f5715e1,"Test kit, great recovery workshop",,has_published,System.String[],System.String[],4/9/2015,2/16/2015,10/10/2015,[FILTERED],agarmulewicz,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,2/16/2015,London,,,System.Int32[],4/9/2015,,indoor,0,51.50735,,gcpvj0dup4,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4335,14d836cc-fd93-431a-9516-54ef7a3c86fc,Medialab-Prado_01,a SmartMedialabPrado Kit SDK1.5,not_configured,System.String[],System.String[],,5/30/2017,5/30/2017,[FILTERED],carlesgutierrez,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,5/30/2017,,,,System.Int32[],,,outdoor,,40.4104,,ezjmguqree,Readfromafile.Sensor[],,1/1/0001,
364,2e8e62eb-ddfc-4008-8524-339e1009e585,#8 Exhibitor showcase,IOTWF 8 - ID: 39:93,has_published,System.String[],System.String[],10/31/2013,10/25/2013,10/10/2015,[FILTERED],iotwf,https://images.smartcitizen.me/s100/avatars/389-cisco_logo_small-1.png,,10/25/2013,Barcelona,Spain,ES,System.Int32[],10/31/2013,,indoor,25,41.38627,,sp3e3ynskr,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
182,b12f7b17-423f-4656-abd3-9919521b85e7,papallona,,has_published,System.String[],System.String[],12/4/2013,7/9/2013,7/9/2013,[FILTERED],tallerestiu,https://images.smartcitizen.me/s100/avatars/226-1_img6960.jpg,,7/9/2013,Barcelona,Spain,ES,System.Int32[],12/4/2013,,indoor,0,41.38966,,sp3e6qv05p,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
306,98f0b63d-3700-4f25-b812-80512ff4c82b,O Sisto,,not_configured,System.String[],System.String[],,9/14/2013,9/14/2013,[FILTERED],,,,1/1/0001,,,,,,,outdoor,27,,,,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
3355,51b31a16-25fc-4b49-b2aa-c3dc1d9a8a1a,Max Home,,has_published,System.String[],System.String[],6/16/2017,5/4/2016,4/17/2017,[FILTERED],Swoosh,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,10/22/2015,Berlin,,,System.Int32[],6/16/2017,,outdoor,,52.53745,,u33dbs1uz5,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2251,04ed979f-8525-4fcd-8db6-c2520782c2fd,York School SC3,THird sensor that may be mobile,never_published,System.String[],System.String[],,5/19/2015,10/10/2015,[FILTERED],YorkSC1,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,www.yorkschool.com,4/16/2015,Toronto,Canada,CA,System.Int32[],,,indoor,300,43.68472,,dpz892ecgm,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
3960,96a27b7f-a539-44ad-be6e-e9b09ef4d1a2,Sentilo Noise T240710,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T240710/detail,has_published,System.String[],System.String[],4/6/2018,12/7/2016,12/7/2016,[FILTERED],pral2a,https://images.smartcitizen.me/s100/avatars/b4b/1cubnsr.lab.png,http://pral2a.com,6/6/2013,Barcelona,Spain,ES,System.Int32[],4/6/2018,,outdoor,,41.37488,,sp3e3h5fhh,Readfromafile.Sensor[],"ms:0,6",6/17/2016,
3421,9b94be28-d2c1-4be6-bd24-f178636a9cc7,victorDEV4,testing... again3,has_published,System.String[],System.String[],12/12/2016,6/2/2016,1/24/2017,[FILTERED],vico,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,2/4/2016,Barcelona,Spain,ES,System.Int32[],12/12/2016,,outdoor,,41.39659,,sp3e9bjbx6,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2716,56e0fba6-81dc-4c6f-9af5-c169a7b85a32,FABLAB ATACAMA - AIS SENSOR 02,Sensor ubicado en el colegio Antofagasta International School,not_configured,System.String[],System.String[],,11/25/2015,11/26/2015,[FILTERED],salex,https://images.smartcitizen.me/s100/avatars/886/1b6eoak.santiago-300x300.jpg,http://www.fablabatacama.cl/,11/21/2015,Antofagasta,,,System.Int32[],,,outdoor,0,-23.65093,,67vcqn6p77,Readfromafile.Sensor[],,1/1/0001,
2664,dd29d99e-3998-42ab-8a6e-f7ecd964ad25,anoir,,never_published,System.String[],System.String[],10/30/2015,10/30/2015,11/26/2015,[FILTERED],anoir,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,10/20/2015,Montréal,,,System.Int32[],10/30/2015,,indoor,22,45.49516,,f25dy41hw1,Readfromafile.Sensor[],,1/1/0001,
1843,6b8451d4-9d29-43f6-b91c-207c359d61e0,FabLab Budapest,We at FabLab Budapest have become Smart Citizens! :),has_published,System.String[],System.String[],5/23/2016,11/24/2014,10/10/2015,[FILTERED],fablabbudapest,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,fablabbudapest.com,11/24/2014,Budapest,Hungary,HU,System.Int32[],5/23/2016,,indoor,0,47.50755,,u2mw3b2ze1,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
3180,b26d0aa6-e21f-4a96-b0d1-8e4d4431f06d,hackffm3,Opendata,has_published,System.String[],System.String[],3/6/2016,3/5/2016,3/5/2016,[FILTERED],hackffm,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,3/5/2016,,,,System.Int32[],3/6/2016,,indoor,,50.1254,,u0yjnj599h,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
1420,c13593c8-7a55-42c0-88c7-324610d212ad,??? ? ?? ??,,has_published,System.String[],System.String[],7/9/2014,7/5/2014,10/10/2015,[FILTERED],Travis,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,7/5/2014,Taipei,"Taiwan, Republic Of China",TW,System.Int32[],7/9/2014,,indoor,20,41.38506,,sp3e3myt7z,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
3119,3ab7798b-acc7-4fd9-bca6-bd714e1ef10a,Rural Home,Digital Economy @ Aberdeen research node - rural location,has_published,System.String[],System.String[],4/25/2016,2/16/2016,2/16/2016,[FILTERED],deatabdn,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,2/10/2016,,,,System.Int32[],4/25/2016,,indoor,,57.29674,,gfntcwx9ey,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
10002492,3f43421e-9277-4a4f-ab1f-4595c9450194,frminri,,not_configured,System.String[],System.String[],,9/10/2015,11/26/2015,[FILTERED],ruben1,https://images.smartcitizen.me/s100/avatars/b5a/1as9ga6.test.jpg,,8/3/2015,Logroño,Spain,ES,System.Int32[],,,,,,,,Readfromafile.Sensor[],,1/1/0001,
867,53b8691c-5b06-40ac-809a-1dba0387a1b5,"REACT TOBAGO REPEATER STATION, FRENCH FORT","REACT TOBAGO REPEATER STATION, FRENCH FORT",not_configured,System.String[],System.String[],,3/14/2014,10/10/2015,[FILTERED],rgoswami,https://images.smartcitizen.me/s100/avatars/503-photo.jpg,http://www.ravindranathgoswami.com/,12/22/2013,Port-of-Spain,Trinidad and Tobago,TT,System.Int32[],,,indoor,1200,10.89796,,d9umyxfmpr,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
1085,3b165eef-f4c5-4309-9a64-f96bf825de8e,,,has_published,System.String[],System.String[],11/13/2014,4/16/2014,10/10/2015,[FILTERED],kevo33,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,9/11/2013,Melbourne,Australia,AU,System.Int32[],11/13/2014,,outdoor,100,-37.81422,,r1r0fsph0p,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
2158,0b9b7a92-df10-4cd0-b00d-c9c2d9e2357b,,,never_published,System.String[],System.String[],,4/8/2015,10/10/2015,[FILTERED],schoolofdata,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,http://www.schoolofdata.at,2/17/2015,Vienna,Austria,AT,System.Int32[],,,indoor,0,48.20818,,u2edk850cx,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
4034,f91bf480-c463-46e4-9d4e-c2499b622d2b,Lively Self Pillow,Making Sense Pilot #1,not_configured,System.String[],System.String[],,12/14/2016,12/14/2016,[FILTERED],gd_11,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,12/14/2016,,,,System.Int32[],,,outdoor,,41.39661,,sp3e9bn08q,Readfromafile.Sensor[],"sck:1,5",11/15/2016,
4285,bb5fc595-886a-4e00-9d8c-21fd5280c8f5,Bouncy Clank Eggnog,Making Sense Pilot #1,not_configured,System.String[],System.String[],,4/7/2017,4/7/2017,[FILTERED],guillemjoanpere_9,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,,4/7/2017,,,,System.Int32[],,,outdoor,,41.38406,,sp3e3jsrsu,Readfromafile.Sensor[],"sck:1,5",11/15/2016,
104,5a987df4-d718-4f24-908b-16088cb4b00d,Campo_Grande_1,Test sensor.,not_configured,System.String[],System.String[],,5/31/2013,10/10/2015,[FILTERED],viniciusbatt,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,http://www.viniciusbatt.eng.br,5/31/2013,"Campo Grande, MS",Brazil,BR,System.Int32[],,,outdoor,600,-20.46546,,6u35t67k01,Readfromafile.Sensor[],"sck:1,0",2/2/2015,
4349,d204f0ab-6b50-4a82-9ea8-4d149f924785,Sentilo Noise T244555,BCN CESVA TA120 farola amb AP26 polling data from Sentilo http://connecta.bcn.cat/connecta-catalog-web/component/CESVA.TA120-T244555/detail,has_published,System.String[],System.String[],4/6/2018,6/21/2017,6/21/2017,[FILTERED],pral2a,https://images.smartcitizen.me/s100/avatars/b4b/1cubnsr.lab.png,http://pral2a.com,6/6/2013,Barcelona,Spain,ES,System.Int32[],4/6/2018,,outdoor,,41.40631,,sp3e8cz3r0,Readfromafile.Sensor[],"ms:0,6",6/17/2016,
3683,78cede3c-a15f-4ecb-a9bd-27da762ad000,CIUDAD EMERGENTE 001,Ciudad Emergente 01 - Wonderland,has_published,System.String[],System.String[],10/4/2016,9/2/2016,11/24/2016,[FILTERED],fertorresf,https://smartcitizen.s3.amazonaws.com/avatars/default.svg,http://www.fablabsantiago.org,3/4/2016,Santiago,,,System.Int32[],10/4/2016,,outdoor,,-33.43818,,66jcb2z8qy,Readfromafile.Sensor[],"sck:1,1",2/2/2015,
